id,title,subtitle,type,region,country,location,fit,status,posted,checked,notes,source,url
1,United Nations Secretariat,UN & Multilateral,UN & Multilateral,Global,"New York, USA",,High,Not Available,,2026-07-20,ICT Manager | Enterprise Architect | Digital Transformation | Programme Technology | Data & Analytics,,https://careers.un.org/
483,Telecom Egypt,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Telecom+Egypt%22+careers+jobs+digital+transformation+ICT
484,Safaricom,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Safaricom%22+careers+jobs+digital+transformation+ICT
485,Airtel Africa,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Airtel+Africa%22+careers+jobs+digital+transformation+ICT
486,Liquid Intelligent Technologies,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Liquid+Intelligent+Technologies%22+careers+jobs+digital+transformation+ICT
487,MainOne,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22MainOne%22+careers+jobs+digital+transformation+ICT
488,IHS Towers,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22IHS+Towers%22+careers+jobs+digital+transformation+ICT
489,American Tower Africa,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22American+Tower+Africa%22+careers+jobs+digital+transformation+ICT
490,Helios Towers,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Helios+Towers%22+careers+jobs+digital+transformation+ICT
491,Batelco,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Batelco%22+careers+jobs+digital+transformation+ICT
492,Omantel,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Omantel%22+careers+jobs+digital+transformation+ICT
493,Oman Data Park,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Oman+Data+Park%22+careers+jobs+digital+transformation+ICT
494,Qatar Foundation ICT,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Qatar+Foundation+ICT%22+careers+jobs+digital+transformation+ICT
495,Qatar Computing Research Institute,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Qatar+Computing+Research+Institute%22+careers+jobs+digital+transformation+ICT
496,Gulf Business Machines,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Gulf+Business+Machines%22+careers+jobs+digital+transformation+ICT
497,Moro Hub,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Moro+Hub%22+careers+jobs+digital+transformation+ICT
498,Khazna Data Centers,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Khazna+Data+Centers%22+careers+jobs+digital+transformation+ICT
499,Africa Data Centres,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Africa+Data+Centres%22+careers+jobs+digital+transformation+ICT
500,Raxio Group,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Raxio+Group%22+careers+jobs+digital+transformation+ICT
501,Equinix,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Equinix%22+careers+jobs+digital+transformation+ICT
502,Digital Realty,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Digital+Realty%22+careers+jobs+digital+transformation+ICT
503,G42,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22G42%22+careers+jobs+digital+transformation+ICT
504,Presight,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Presight%22+careers+jobs+digital+transformation+ICT
505,Core42,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Core42%22+careers+jobs+digital+transformation+ICT
506,Injazat,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Injazat%22+careers+jobs+digital+transformation+ICT
507,Tahakom,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Tahakom%22+careers+jobs+digital+transformation+ICT
508,Elm,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Elm%22+careers+jobs+digital+transformation+ICT
509,solutions by stc,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22solutions+by+stc%22+careers+jobs+digital+transformation+ICT
510,Saudi Information Technology Company SITE,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Saudi+Information+Technology+Company+SITE%22+careers+jobs+digital+transformation+ICT
511,Aramco Digital,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Aramco+Digital%22+careers+jobs+digital+transformation+ICT
512,Digital Dubai,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Digital+Dubai%22+careers+jobs+digital+transformation+ICT
513,Abu Dhabi Digital Authority,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Abu+Dhabi+Digital+Authority%22+careers+jobs+digital+transformation+ICT
514,Egyptian eHealth,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Egyptian+eHealth%22+careers+jobs+digital+transformation+ICT
515,eFinance Investment Group,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22eFinance+Investment+Group%22+careers+jobs+digital+transformation+ICT
516,Benya Systems,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Benya+Systems%22+careers+jobs+digital+transformation+ICT
517,Raya Information Technology,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Raya+Information+Technology%22+careers+jobs+digital+transformation+ICT
518,Giza Systems,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Giza+Systems%22+careers+jobs+digital+transformation+ICT
519,Link Development,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Link+Development%22+careers+jobs+digital+transformation+ICT
520,ITWorx,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22ITWorx%22+careers+jobs+digital+transformation+ICT
521,Sumerge,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Sumerge%22+careers+jobs+digital+transformation+ICT
