id,title,subtitle,type,region,country,location,fit,status,posted,checked,notes,source,url
1,Pfizer,Global Pharmaceuticals,Global Pharmaceuticals,Global,"New York, USA",,Medium,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | ERP & Manufacturing Systems | Data & Analytics | IT Governance,,https://www.pfizer.com/about/careers
444,Okadoc,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Okadoc%22+careers+digital+health+IT+data+jobs
445,Nala,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Nala%22+careers+digital+health+IT+data+jobs
446,Nabta Health,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Nabta+Health%22+careers+digital+health+IT+data+jobs
447,Yodawy,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Yodawy%22+careers+digital+health+IT+data+jobs
448,Chefaa,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Chefaa%22+careers+digital+health+IT+data+jobs
449,Dawi Clinics Digital,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Dawi+Clinics+Digital%22+careers+digital+health+IT+data+jobs
450,eHealth Egypt,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22eHealth+Egypt%22+careers+digital+health+IT+data+jobs
451,Almentor Health,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Almentor+Health%22+careers+digital+health+IT+data+jobs
452,Cleopatra Hospitals Group,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Cleopatra+Hospitals+Group%22+careers+digital+health+IT+data+jobs
453,Alameda Healthcare,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Alameda+Healthcare%22+careers+digital+health+IT+data+jobs
454,Saudi German Health,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Saudi+German+Health%22+careers+digital+health+IT+data+jobs
455,Mouwasat Medical Services,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Mouwasat+Medical+Services%22+careers+digital+health+IT+data+jobs
456,Dr. Sulaiman Al Habib Medical Group,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Dr.+Sulaiman+Al+Habib+Medical+Group%22+careers+digital+health+IT+data+jobs
457,Fakeeh Care Group,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Fakeeh+Care+Group%22+careers+digital+health+IT+data+jobs
458,Dallah Health,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Dallah+Health%22+careers+digital+health+IT+data+jobs
459,National Medical Care Company,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22National+Medical+Care+Company%22+careers+digital+health+IT+data+jobs
460,Burjeel Holdings,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Burjeel+Holdings%22+careers+digital+health+IT+data+jobs
461,Mediclinic Middle East,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Mediclinic+Middle+East%22+careers+digital+health+IT+data+jobs
462,NMC Healthcare,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22NMC+Healthcare%22+careers+digital+health+IT+data+jobs
463,Aster DM Healthcare,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Aster+DM+Healthcare%22+careers+digital+health+IT+data+jobs
464,PureHealth,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22PureHealth%22+careers+digital+health+IT+data+jobs
465,SEHA,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22SEHA%22+careers+digital+health+IT+data+jobs
466,Mubadala Health Dubai,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Mubadala+Health+Dubai%22+careers+digital+health+IT+data+jobs
467,King Faisal Specialist Hospital and Research Centre,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22King+Faisal+Specialist+Hospital+and+Research+Centre%22+careers+digital+health+IT+data+jobs
468,Sidra Medicine,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Sidra+Medicine%22+careers+digital+health+IT+data+jobs
469,Hamad Medical Corporation,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Hamad+Medical+Corporation%22+careers+digital+health+IT+data+jobs
470,Cleveland Clinic Abu Dhabi,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Cleveland+Clinic+Abu+Dhabi%22+careers+digital+health+IT+data+jobs
471,American Hospital Dubai,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22American+Hospital+Dubai%22+careers+digital+health+IT+data+jobs
472,Aga Khan University Hospital,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Aga+Khan+University+Hospital%22+careers+digital+health+IT+data+jobs
473,Nairobi Hospital,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Nairobi+Hospital%22+careers+digital+health+IT+data+jobs
474,Aga Khan Health Services East Africa,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Aga+Khan+Health+Services+East+Africa%22+careers+digital+health+IT+data+jobs
475,Netcare,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Netcare%22+careers+digital+health+IT+data+jobs
476,Life Healthcare,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Life+Healthcare%22+careers+digital+health+IT+data+jobs
477,Mediclinic Southern Africa,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Mediclinic+Southern+Africa%22+careers+digital+health+IT+data+jobs
478,Lenmed,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Lenmed%22+careers+digital+health+IT+data+jobs
479,Eko Hospital,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Eko+Hospital%22+careers+digital+health+IT+data+jobs
480,Evercare Hospital Lekki,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Evercare+Hospital+Lekki%22+careers+digital+health+IT+data+jobs
481,Lagoon Hospitals,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Lagoon+Hospitals%22+careers+digital+health+IT+data+jobs
482,Nyaho Medical Centre,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Nyaho+Medical+Centre%22+careers+digital+health+IT+data+jobs
483,Reddington Hospital,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Reddington+Hospital%22+careers+digital+health+IT+data+jobs
484,Marie Stopes International,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Marie+Stopes+International%22+careers+digital+health+IT+data+jobs
485,International SOS,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22International+SOS%22+careers+digital+health+IT+data+jobs
486,Coptic Hospital,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Coptic+Hospital%22+careers+digital+health+IT+data+jobs
