id,title,organization,role_family,country,location,availability_status,published_date,last_checked,record_type,source_quality,match_score,url,notes
job-00851,Chief Data Officer — LinkedIn Live Search,United Arab Emirates,Live Job Search,United Arab Emirates,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=Chief+Data+Officer&sortBy=DD&location=United+Arab+Emirates,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00852,Chief Data Officer — LinkedIn Live Search,Qatar,Live Job Search,Qatar,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=Chief+Data+Officer&sortBy=DD&location=Qatar,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00853,Chief Data Officer — LinkedIn Live Search,Kuwait,Live Job Search,Kuwait,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=Chief+Data+Officer&sortBy=DD&location=Kuwait,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00854,Chief Data Officer — LinkedIn Live Search,Oman,Live Job Search,Oman,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=Chief+Data+Officer&sortBy=DD&location=Oman,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00855,Chief Data Officer — LinkedIn Live Search,Bahrain,Live Job Search,Bahrain,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=Chief+Data+Officer&sortBy=DD&location=Bahrain,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00856,Chief Data Officer — LinkedIn Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=Chief+Data+Officer&sortBy=DD&location=Worldwide+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00857,Chief Data Officer — LinkedIn Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=Chief+Data+Officer&sortBy=DD&location=EMEA+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00858,Chief Data Officer — LinkedIn Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=Chief+Data+Officer&sortBy=DD&location=Africa+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00859,Chief Data Officer — LinkedIn Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=Chief+Data+Officer&sortBy=DD&location=Middle+East+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00860,Chief Data Officer — RemoteOK Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://remoteok.com/remote-chief-data-officer-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00861,Chief Data Officer — RemoteOK Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://remoteok.com/remote-chief-data-officer-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00862,Chief Data Officer — RemoteOK Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://remoteok.com/remote-chief-data-officer-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00863,Chief Data Officer — RemoteOK Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://remoteok.com/remote-chief-data-officer-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00864,Chief Data Officer — Wellfound Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://wellfound.com/jobs?q=Chief+Data+Officer&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00865,Chief Data Officer — Wellfound Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://wellfound.com/jobs?q=Chief+Data+Officer&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00866,Chief Data Officer — Wellfound Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://wellfound.com/jobs?q=Chief+Data+Officer&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00867,Chief Data Officer — Wellfound Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://wellfound.com/jobs?q=Chief+Data+Officer&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00868,Chief Data Officer — WeWorkRemotely Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://weworkremotely.com/remote-jobs/search?term=Chief+Data+Officer,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00869,Chief Data Officer — WeWorkRemotely Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://weworkremotely.com/remote-jobs/search?term=Chief+Data+Officer,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00870,Chief Data Officer — WeWorkRemotely Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://weworkremotely.com/remote-jobs/search?term=Chief+Data+Officer,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00871,Chief Data Officer — WeWorkRemotely Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://weworkremotely.com/remote-jobs/search?term=Chief+Data+Officer,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00872,Cloud Architect — Bayt Live Search,Saudi Arabia,Live Job Search,Saudi Arabia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.bayt.com/en/saudi-arabia/jobs/Cloud%20Architect-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00873,Cloud Architect — Bayt Live Search,United Arab Emirates,Live Job Search,United Arab Emirates,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.bayt.com/en/united-arab-emirates/jobs/Cloud%20Architect-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00874,Cloud Architect — Bayt Live Search,Qatar,Live Job Search,Qatar,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.bayt.com/en/qatar/jobs/Cloud%20Architect-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00875,Cloud Architect — Bayt Live Search,Kuwait,Live Job Search,Kuwait,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.bayt.com/en/kuwait/jobs/Cloud%20Architect-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00876,Cloud Architect — Bayt Live Search,Oman,Live Job Search,Oman,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.bayt.com/en/oman/jobs/Cloud%20Architect-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00877,Cloud Architect — Bayt Live Search,Bahrain,Live Job Search,Bahrain,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.bayt.com/en/bahrain/jobs/Cloud%20Architect-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00878,Cloud Architect — GulfTalent Live Search,Saudi Arabia,Live Job Search,Saudi Arabia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.gulftalent.com/jobs?keywords=Cloud+Architect,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00879,Cloud Architect — GulfTalent Live Search,United Arab Emirates,Live Job Search,United Arab Emirates,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.gulftalent.com/jobs?keywords=Cloud+Architect,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00880,Cloud Architect — GulfTalent Live Search,Qatar,Live Job Search,Qatar,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.gulftalent.com/jobs?keywords=Cloud+Architect,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00881,Cloud Architect — GulfTalent Live Search,Kuwait,Live Job Search,Kuwait,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.gulftalent.com/jobs?keywords=Cloud+Architect,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00882,Cloud Architect — GulfTalent Live Search,Oman,Live Job Search,Oman,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.gulftalent.com/jobs?keywords=Cloud+Architect,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00883,Cloud Architect — GulfTalent Live Search,Bahrain,Live Job Search,Bahrain,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.gulftalent.com/jobs?keywords=Cloud+Architect,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00884,Cloud Architect — LinkedIn Live Search,Saudi Arabia,Live Job Search,Saudi Arabia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=Cloud+Architect&sortBy=DD&location=Saudi+Arabia,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00885,Cloud Architect — LinkedIn Live Search,United Arab Emirates,Live Job Search,United Arab Emirates,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=Cloud+Architect&sortBy=DD&location=United+Arab+Emirates,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00886,Cloud Architect — LinkedIn Live Search,Qatar,Live Job Search,Qatar,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=Cloud+Architect&sortBy=DD&location=Qatar,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00887,Cloud Architect — LinkedIn Live Search,Kuwait,Live Job Search,Kuwait,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=Cloud+Architect&sortBy=DD&location=Kuwait,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00888,Cloud Architect — LinkedIn Live Search,Oman,Live Job Search,Oman,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=Cloud+Architect&sortBy=DD&location=Oman,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00889,Cloud Architect — LinkedIn Live Search,Bahrain,Live Job Search,Bahrain,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=Cloud+Architect&sortBy=DD&location=Bahrain,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00890,Cloud Architect — LinkedIn Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=Cloud+Architect&sortBy=DD&location=Worldwide+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00891,Cloud Architect — LinkedIn Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=Cloud+Architect&sortBy=DD&location=EMEA+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00892,Cloud Architect — LinkedIn Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=Cloud+Architect&sortBy=DD&location=Africa+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00893,Cloud Architect — LinkedIn Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=Cloud+Architect&sortBy=DD&location=Middle+East+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00894,Cloud Architect — RemoteOK Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://remoteok.com/remote-cloud-architect-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00895,Cloud Architect — RemoteOK Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://remoteok.com/remote-cloud-architect-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00896,Cloud Architect — RemoteOK Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://remoteok.com/remote-cloud-architect-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
